Date,Visitor,G,Home,G,,Att.,LOG,Notes
2016-11-03,Pittsburgh Penguins,2,Los Angeles Kings,3,OT,18230,02:38:00 AM,
2016-11-03,Philadelphia Flyers,3,New York Islanders,2,SO,11119,02:50:00 AM,
2016-11-03,Edmonton Oilers,3,New York Rangers,5,,18006,02:31:00 AM,
2016-11-03,Vancouver Canucks,0,Ottawa Senators,1,,13260,02:34:00 AM,
2016-11-03,Calgary Flames,3,San Jose Sharks,2,,17562,02:24:00 AM,
2016-11-03,Boston Bruins,4,Tampa Bay Lightning,3,SO,19092,03:04:00 AM,
2016-11-03,Winnipeg Jets,3,Washington Capitals,4,OT,18506,02:39:00 AM,
2016-11-04,Arizona Coyotes,1,Anaheim Ducks,5,,16405,02:33:00 AM,
2016-11-04,Montreal Canadiens,0,Columbus Blue Jackets,10,,14436,02:39:00 AM,
2016-11-04,Winnipeg Jets,5,Detroit Red Wings,3,,20027,02:43:00 AM,
2016-11-05,New York Rangers,5,Boston Bruins,2,,17565,02:24:00 AM,
2016-11-05,Minnesota Wild,0,Colorado Avalanche,1,,16256,02:34:00 AM,
2016-11-05,Chicago Blackhawks,3,Dallas Stars,2,,18532,02:42:00 AM,
2016-11-05,Calgary Flames,0,Los Angeles Kings,5,,18230,02:30:00 AM,
2016-11-05,Philadelphia Flyers,4,Montreal Canadiens,5,,21288,02:32:00 AM,
2016-11-05,Carolina Hurricanes,3,Nashville Predators,2,SO,17113,02:38:00 AM,
2016-11-05,Edmonton Oilers,4,New York Islanders,3,SO,13862,02:41:00 AM,
2016-11-05,Buffalo Sabres,2,Ottawa Senators,1,,16225,02:23:00 AM,
2016-11-05,Pittsburgh Penguins,5,San Jose Sharks,0,,17562,02:29:00 AM,
2016-11-05,Columbus Blue Jackets,1,St. Louis Blues,2,OT,18245,02:35:00 AM,
2016-11-05,New Jersey Devils,1,Tampa Bay Lightning,4,,19092,02:37:00 AM,
2016-11-05,Vancouver Canucks,3,Toronto Maple Leafs,6,,19480,02:48:00 AM,
2016-11-05,Florida Panthers,2,Washington Capitals,4,,18506,02:32:00 AM,
2016-11-06,Calgary Flames,1,Anaheim Ducks,4,,16218,02:27:00 AM,
2016-11-06,New Jersey Devils,4,Carolina Hurricanes,1,,8650,02:23:00 AM,
2016-11-06,Dallas Stars,3,Chicago Blackhawks,4,OT,21901,02:49:00 AM,
2016-11-06,Edmonton Oilers,2,Detroit Red Wings,1,,20027,02:28:00 AM,
2016-11-06,Winnipeg Jets,2,New York Rangers,5,,18006,02:23:00 AM,
2016-11-06,Colorado Avalanche,1,St. Louis Blues,5,,17220,02:26:00 AM,
2016-11-07,Buffalo Sabres,0,Boston Bruins,4,,17565,02:34:00 AM,
2016-11-07,Tampa Bay Lightning,1,Florida Panthers,3,,11703,02:28:00 AM,
2016-11-07,Vancouver Canucks,2,New York Islanders,4,,12514,02:29:00 AM,
2016-11-08,Arizona Coyotes,4,Colorado Avalanche,2,,13858,02:27:00 AM,
2016-11-08,Boston Bruins,2,Montreal Canadiens,3,,21288,02:33:00 AM,
2016-11-08,Carolina Hurricanes,2,New Jersey Devils,3,SO,12179,02:50:00 AM,
2016-11-08,Ottawa Senators,1,Nashville Predators,3,,17113,02:35:00 AM,
2016-11-08,Vancouver Canucks,5,New York Rangers,3,,18006,02:26:00 AM,
2016-11-08,Detroit Red Wings,3,Philadelphia Flyers,2,SO,19598,02:35:00 AM,
2016-11-08,Edmonton Oilers,3,Pittsburgh Penguins,4,,18576,02:26:00 AM,
2016-11-08,Los Angeles Kings,7,Toronto Maple Leafs,0,,18976,02:27:00 AM,
2016-11-08,Dallas Stars,2,Winnipeg Jets,8,,15294,03:26:00 AM,
2016-11-08,San Jose Sharks,3,Washington Capitals,0,,18506,02:21:00 AM,
2016-11-09,Ottawa Senators,2,Buffalo Sabres,1,SO,17884,02:42:00 AM,
2016-11-09,Anaheim Ducks,2,Columbus Blue Jackets,3,OT,10250,02:39:00 AM,
2016-11-09,Chicago Blackhawks,2,St. Louis Blues,1,OT,18704,02:31:00 AM,
2016-11-10,Winnipeg Jets,3,Arizona Coyotes,2,,11185,02:22:00 AM,
2016-11-10,Columbus Blue Jackets,2,Boston Bruins,5,,17565,02:26:00 AM,
2016-11-10,Anaheim Ducks,4,Carolina Hurricanes,2,,8086,02:32:00 AM,
2016-11-10,Dallas Stars,4,Calgary Flames,2,,18795,02:30:00 AM,
2016-11-10,Vancouver Canucks,1,Detroit Red Wings,3,,20027,02:28:00 AM,
2016-11-10,San Jose Sharks,4,Florida Panthers,2,,11703,02:24:00 AM,
2016-11-10,Los Angeles Kings,1,Montreal Canadiens,4,,21288,02:27:00 AM,
2016-11-10,St. Louis Blues,1,Nashville Predators,3,,17259,02:24:00 AM,
2016-11-10,Minnesota Wild,4,Pittsburgh Penguins,2,,18458,02:34:00 AM,
2016-11-10,New York Islanders,1,Tampa Bay Lightning,4,,19092,02:22:00 AM,
2016-11-11,New Jersey Devils,2,Buffalo Sabres,1,OT,18301,02:41:00 AM,
2016-11-11,Washington Capitals,3,Chicago Blackhawks,2,OT,22075,02:32:00 AM,
2016-11-11,Winnipeg Jets,2,Colorado Avalanche,3,OT,16517,02:30:00 AM,
2016-11-11,Dallas Stars,3,Edmonton Oilers,2,,18347,02:30:00 AM,
2016-11-11,Los Angeles Kings,1,Ottawa Senators,2,,15622,02:32:00 AM,
2016-11-11,Philadelphia Flyers,3,Toronto Maple Leafs,6,,19189,02:25:00 AM,
2016-11-12,Boston Bruins,2,Arizona Coyotes,1,,16531,02:35:00 AM,
2016-11-12,Washington Capitals,1,Carolina Hurricanes,5,,12436,02:29:00 AM,
2016-11-12,St. Louis Blues,4,Columbus Blue Jackets,8,,15788,02:34:00 AM,
2016-11-12,New York Rangers,4,Calgary Flames,1,,18421,02:21:00 AM,
2016-11-12,New York Islanders,2,Florida Panthers,3,OT,15828,02:53:00 AM,
2016-11-12,Detroit Red Wings,0,Montreal Canadiens,5,,21288,02:33:00 AM,
2016-11-12,Buffalo Sabres,2,New Jersey Devils,4,,16514,02:34:00 AM,
2016-11-12,Anaheim Ducks,0,Nashville Predators,5,,17309,02:37:00 AM,
2016-11-12,Minnesota Wild,2,Philadelphia Flyers,3,,19591,02:30:00 AM,
2016-11-12,Toronto Maple Leafs,1,Pittsburgh Penguins,4,,18668,02:23:00 AM,
2016-11-12,San Jose Sharks,3,Tampa Bay Lightning,1,,19092,02:35:00 AM,
2016-11-13,Montreal Canadiens,2,Chicago Blackhawks,3,,21762,02:36:00 AM,
2016-11-13,Boston Bruins,2,Colorado Avalanche,0,,15808,02:31:00 AM,
2016-11-13,New York Rangers,3,Edmonton Oilers,1,,18347,02:27:00 AM,
2016-11-13,Minnesota Wild,2,Ottawa Senators,1,OT,14265,02:35:00 AM,
2016-11-13,Dallas Stars,4,Vancouver Canucks,5,OT,18470,02:33:00 AM,
2016-11-13,Los Angeles Kings,2,Winnipeg Jets,3,SO,15294,02:43:00 AM,
2016-11-14,Tampa Bay Lightning,4,New York Islanders,0,,12498,02:26:00 AM,
2016-11-15,Edmonton Oilers,1,Anaheim Ducks,4,,15600,02:33:00 AM,
2016-11-15,San Jose Sharks,0,Carolina Hurricanes,1,,8932,02:18:00 AM,
2016-11-15,Washington Capitals,1,Columbus Blue Jackets,2,OT,11738,02:30:00 AM,
2016-11-15,Los Angeles Kings,1,Colorado Avalanche,4,,14805,02:35:00 AM,
2016-11-15,New Jersey Devils,2,Dallas Stars,1,OT,18039,02:24:00 AM,
2016-11-15,Tampa Bay Lightning,4,Detroit Red Wings,3,,20027,02:33:00 AM,
2016-11-15,Calgary Flames,1,Minnesota Wild,0,,19048,02:32:00 AM,
2016-11-15,Florida Panthers,4,Montreal Canadiens,3,OT,21288,02:29:00 AM,
2016-11-15,Ottawa Senators,3,Philadelphia Flyers,2,SO,19358,02:49:00 AM,
2016-11-15,Buffalo Sabres,1,St. Louis Blues,4,,16884,02:30:00 AM,
2016-11-15,Nashville Predators,2,Toronto Maple Leafs,6,,19342,02:30:00 AM,
2016-11-15,New York Rangers,7,Vancouver Canucks,2,,17814,02:27:00 AM,
2016-11-15,Chicago Blackhawks,0,Winnipeg Jets,4,,15294,02:26:00 AM,
2016-11-16,Arizona Coyotes,1,Calgary Flames,2,OT,18202,02:37:00 AM,
2016-11-16,Pittsburgh Penguins,1,Washington Capitals,7,,18506,02:45:00 AM,
2016-11-17,New Jersey Devils,2,Anaheim Ducks,3,,14954,02:46:00 AM,
2016-11-17,Tampa Bay Lightning,4,Buffalo Sabres,1,,17870,02:29:00 AM,
2016-11-17,Colorado Avalanche,2,Dallas Stars,3,,18237,02:42:00 AM,
2016-11-17,Edmonton Oilers,2,Los Angeles Kings,4,,18230,02:29:00 AM,
2016-11-17,Boston Bruins,0,Minnesota Wild,1,,18774,02:33:00 AM,
2016-11-17,Nashville Predators,5,Ottawa Senators,1,,15480,02:27:00 AM,
2016-11-17,Winnipeg Jets,2,Philadelphia Flyers,5,,19432,02:26:00 AM,
2016-11-17,San Jose Sharks,2,St. Louis Blues,3,,17618,02:28:00 AM,
2016-11-17,Florida Panthers,1,Toronto Maple Leafs,6,,18931,02:33:00 AM,
2016-11-17,Arizona Coyotes,2,Vancouver Canucks,3,OT,18027,02:56:00 AM,
2016-11-18,Montreal Canadiens,2,Carolina Hurricanes,3,,12101,02:27:00 AM,
2016-11-18,New York Rangers,2,Columbus Blue Jackets,4,,14541,02:27:00 AM,
2016-11-18,Chicago Blackhawks,3,Calgary Flames,2,,18691,02:31:00 AM,
2016-11-18,Pittsburgh Penguins,3,New York Islanders,2,OT,13365,02:28:00 AM,
2016-11-18,Detroit Red Wings,0,Washington Capitals,1,,18506,02:27:00 AM,
2016-11-19,San Jose Sharks,2,Arizona Coyotes,3,OT,13148,02:38:00 AM,
2016-11-19,Winnipeg Jets,1,Boston Bruins,4,,17565,02:21:00 AM,
2016-11-19,Pittsburgh Penguins,1,Buffalo Sabres,2,SO,18817,02:49:00 AM,
2016-11-19,Edmonton Oilers,5,Dallas Stars,2,,18352,02:28:00 AM,
2016-11-19,New Jersey Devils,2,Los Angeles Kings,4,,18230,02:25:00 AM,
2016-11-19,Colorado Avalanche,3,Minnesota Wild,2,,19238,02:43:00 AM,
2016-11-19,Toronto Maple Leafs,1,Montreal Canadiens,2,,21288,02:30:00 AM,
2016-11-19,Florida Panthers,4,Ottawa Senators,1,,14132,02:25:00 AM,
2016-11-19,Tampa Bay Lightning,3,Philadelphia Flyers,0,,19732,02:25:00 AM,
2016-11-19,Nashville Predators,1,St. Louis Blues,3,,18922,02:29:00 AM,
2016-11-19,Chicago Blackhawks,4,Vancouver Canucks,3,OT,18865,02:31:00 AM,
2016-11-20,Los Angeles Kings,3,Anaheim Ducks,2,,16611,02:38:00 AM,
2016-11-20,Winnipeg Jets,1,Carolina Hurricanes,3,,10809,02:30:00 AM,
2016-11-20,Calgary Flames,3,Detroit Red Wings,2,,20027,02:26:00 AM,
2016-11-20,Florida Panthers,3,New York Rangers,2,SO,18006,02:49:00 AM,
2016-11-20,Columbus Blue Jackets,3,Washington Capitals,2,,18506,02:29:00 AM,
2016-11-21,Calgary Flames,2,Buffalo Sabres,4,,17526,02:29:00 AM,
2016-11-21,Colorado Avalanche,3,Columbus Blue Jackets,2,OT,10063,02:35:00 AM,
2016-11-21,Minnesota Wild,2,Dallas Stars,3,OT,18532,02:38:00 AM,
2016-11-21,Chicago Blackhawks,0,Edmonton Oilers,5,,18347,02:25:00 AM,
2016-11-21,Tampa Bay Lightning,1,Nashville Predators,3,,17113,02:37:00 AM,
2016-11-21,New York Rangers,5,Pittsburgh Penguins,2,,18632,02:24:00 AM,
2016-11-21,New Jersey Devils,0,San Jose Sharks,4,,17286,02:11:00 AM,
2016-11-22,New York Islanders,3,Anaheim Ducks,2,SO,15161,03:07:00 AM,
2016-11-22,St. Louis Blues,4,Boston Bruins,2,,17565,02:32:00 AM,
2016-11-22,Philadelphia Flyers,3,Florida Panthers,1,,15515,02:28:00 AM,
2016-11-22,Ottawa Senators,4,Montreal Canadiens,3,,21288,02:45:00 AM,
2016-11-22,Carolina Hurricanes,2,Toronto Maple Leafs,1,,18893,02:20:00 AM,
2016-11-23,Vancouver Canucks,4,Arizona Coyotes,1,,11256,02:28:00 AM,
2016-11-23,Detroit Red Wings,2,Buffalo Sabres,1,SO,18360,02:42:00 AM,
2016-11-23,Calgary Flames,2,Columbus Blue Jackets,0,,13140,02:20:00 AM,
2016-11-23,Edmonton Oilers,6,Colorado Avalanche,3,,15185,02:27:00 AM,
2016-11-23,New York Islanders,2,Los Angeles Kings,4,,18230,02:26:00 AM,
2016-11-23,Winnipeg Jets,1,Minnesota Wild,3,,19022,02:21:00 AM,
2016-11-23,Toronto Maple Leafs,4,New Jersey Devils,5,SO,13752,02:47:00 AM,
2016-11-23,Dallas Stars,2,Nashville Predators,5,,17119,02:30:00 AM,
2016-11-23,Pittsburgh Penguins,6,New York Rangers,1,,18006,02:25:00 AM,
2016-11-23,Chicago Blackhawks,1,San Jose Sharks,2,,17501,02:27:00 AM,
2016-11-23,Philadelphia Flyers,2,Tampa Bay Lightning,4,,19092,02:41:00 AM,
2016-11-23,St. Louis Blues,3,Washington Capitals,4,,18506,02:33:00 AM,
2016-11-24,Carolina Hurricanes,1,Montreal Canadiens,2,,21288,02:26:00 AM,
2016-11-24,Boston Bruins,1,Ottawa Senators,3,,17191,02:29:00 AM,
2016-11-25,Chicago Blackhawks,3,Anaheim Ducks,2,,17174,02:33:00 AM,
2016-11-25,Edmonton Oilers,2,Arizona Coyotes,3,SO,14950,02:54:00 AM,
2016-11-25,Calgary Flames,2,Boston Bruins,1,,17565,02:42:00 AM,
2016-11-25,Vancouver Canucks,1,Dallas Stars,2,,18532,02:30:00 AM,
2016-11-25,Pittsburgh Penguins,2,Minnesota Wild,6,,19212,02:24:00 AM,
2016-11-25,Detroit Red Wings,5,New Jersey Devils,4,OT,15612,02:38:00 AM,
2016-11-25,Winnipeg Jets,1,Nashville Predators,5,,17192,02:30:00 AM,
2016-11-25,New York Rangers,3,Philadelphia Flyers,2,,19981,02:33:00 AM,
2016-11-25,New York Islanders,2,San Jose Sharks,3,,17562,02:19:00 AM,
2016-11-25,Columbus Blue Jackets,5,Tampa Bay Lightning,3,,19092,02:35:00 AM,
2016-11-25,Buffalo Sabres,1,Washington Capitals,3,,18506,02:34:00 AM,
2016-11-26,Vancouver Canucks,3,Colorado Avalanche,2,SO,15511,02:39:00 AM,
2016-11-26,Montreal Canadiens,2,Detroit Red Wings,1,OT,20027,02:39:00 AM,
2016-11-26,Columbus Blue Jackets,1,Florida Panthers,2,SO,13573,03:18:00 AM,
2016-11-26,Chicago Blackhawks,1,Los Angeles Kings,2,OT,18435,02:34:00 AM,
2016-11-26,Carolina Hurricanes,1,Ottawa Senators,2,,18042,02:26:00 AM,
2016-11-26,New Jersey Devils,3,Pittsburgh Penguins,4,SO,18615,02:56:00 AM,
2016-11-26,Anaheim Ducks,3,San Jose Sharks,2,,17562,02:41:00 AM,
2016-11-26,Minnesota Wild,3,St. Louis Blues,4,SO,19396,02:44:00 AM,
2016-11-26,Washington Capitals,2,Toronto Maple Leafs,4,,19051,02:38:00 AM,
2016-11-27,Tampa Bay Lightning,1,Boston Bruins,4,,17565,02:29:00 AM,
2016-11-27,Florida Panthers,2,Carolina Hurricanes,3,,8124,02:19:00 AM,
2016-11-27,Arizona Coyotes,2,Edmonton Oilers,1,,18347,02:30:00 AM,
2016-11-27,Ottawa Senators,2,New York Rangers,0,,18006,02:27:00 AM,
2016-11-27,Calgary Flames,3,Philadelphia Flyers,5,,19408,02:38:00 AM,
2016-11-27,Nashville Predators,0,Winnipeg Jets,3,,15294,02:26:00 AM,
2016-11-28,Calgary Flames,1,New York Islanders,2,OT,10772,02:31:00 AM,
2016-11-28,Dallas Stars,3,St. Louis Blues,4,OT,17169,02:37:00 AM,
2016-11-29,Montreal Canadiens,1,Anaheim Ducks,2,,14830,02:34:00 AM,
2016-11-29,Tampa Bay Lightning,1,Columbus Blue Jackets,5,,10366,02:30:00 AM,
2016-11-29,Florida Panthers,1,Chicago Blackhawks,2,SO,21475,02:46:00 AM,
2016-11-29,Nashville Predators,5,Colorado Avalanche,3,,12082,02:29:00 AM,
2016-11-29,Dallas Stars,1,Detroit Red Wings,3,,20027,02:32:00 AM,
2016-11-29,Toronto Maple Leafs,4,Edmonton Oilers,2,,18347,02:32:00 AM,
2016-11-29,Carolina Hurricanes,2,New York Rangers,3,,18006,02:21:00 AM,
2016-11-29,Buffalo Sabres,5,Ottawa Senators,4,,14259,02:36:00 AM,
2016-11-29,Boston Bruins,2,Philadelphia Flyers,3,SO,19558,02:57:00 AM,
2016-11-29,Arizona Coyotes,1,San Jose Sharks,2,OT,17377,02:32:00 AM,
2016-11-29,Minnesota Wild,4,Vancouver Canucks,5,,17917,02:28:00 AM,
2016-11-29,New Jersey Devils,2,Winnipeg Jets,3,,15294,02:30:00 AM,
2016-11-30,Toronto Maple Leafs,0,Calgary Flames,3,,19289,02:20:00 AM,
2016-11-30,San Jose Sharks,4,Los Angeles Kings,1,,18230,02:27:00 AM,
2016-11-30,Pittsburgh Penguins,3,New York Islanders,5,,12149,02:40:00 AM,
2016-12-01,Los Angeles Kings,4,Arizona Coyotes,3,,11327,02:38:00 AM,
2016-12-01,Carolina Hurricanes,1,Boston Bruins,2,SO,17565,02:48:00 AM,
2016-12-01,New York Rangers,3,Buffalo Sabres,4,,18047,02:25:00 AM,
2016-12-01,New Jersey Devils,3,Chicago Blackhawks,4,OT,21351,02:33:00 AM,
2016-12-01,Columbus Blue Jackets,3,Colorado Avalanche,2,,12141,02:25:00 AM,
2016-12-01,Florida Panthers,2,Detroit Red Wings,1,OT,20027,02:31:00 AM,
2016-12-01,Philadelphia Flyers,3,Ottawa Senators,2,OT,14334,02:39:00 AM,
2016-12-01,Dallas Stars,2,Pittsburgh Penguins,6,,18420,02:26:00 AM,
2016-12-01,Tampa Bay Lightning,4,St. Louis Blues,5,,17351,02:32:00 AM,
2016-12-01,Anaheim Ducks,3,Vancouver Canucks,1,,17627,02:28:00 AM,
2016-12-01,Edmonton Oilers,6,Winnipeg Jets,3,,15294,02:23:00 AM,
2016-12-01,New York Islanders,3,Washington Capitals,0,,18506,02:27:00 AM,
2016-12-02,Minnesota Wild,2,Calgary Flames,3,SO,18390,02:45:00 AM,
2016-12-02,Montreal Canadiens,1,San Jose Sharks,2,,17562,02:31:00 AM,
2016-12-03,Columbus Blue Jackets,3,Arizona Coyotes,2,SO,11287,02:58:00 AM,
2016-12-03,Boston Bruins,2,Buffalo Sabres,1,,19070,02:39:00 AM,
2016-12-03,Dallas Stars,3,Colorado Avalanche,0,,16725,02:20:00 AM,
2016-12-03,Anaheim Ducks,2,Edmonton Oilers,3,OT,18347,02:34:00 AM,
2016-12-03,New Jersey Devils,5,Nashville Predators,4,OT,17113,02:54:00 AM,
2016-12-03,Carolina Hurricanes,2,New York Rangers,4,,18006,02:25:00 AM,
2016-12-03,Florida Panthers,0,Ottawa Senators,2,,15149,02:30:00 AM,
2016-12-03,Chicago Blackhawks,1,Philadelphia Flyers,3,,19487,02:27:00 AM,
2016-12-03,Detroit Red Wings,3,Pittsburgh Penguins,5,,18661,02:26:00 AM,
2016-12-03,Winnipeg Jets,3,St. Louis Blues,2,OT,19362,02:25:00 AM,
2016-12-03,Washington Capitals,1,Tampa Bay Lightning,2,SO,19092,02:46:00 AM,
2016-12-03,Toronto Maple Leafs,2,Vancouver Canucks,3,SO,18865,02:40:00 AM,
2016-12-04,Tampa Bay Lightning,0,Carolina Hurricanes,1,OT,11521,02:24:00 AM,
2016-12-04,Anaheim Ducks,3,Calgary Flames,8,,17840,02:36:00 AM,
2016-12-04,Winnipeg Jets,2,Chicago Blackhawks,1,,21383,02:30:00 AM,
2016-12-04,Minnesota Wild,2,Edmonton Oilers,1,OT,18347,02:41:00 AM,
2016-12-04,Montreal Canadiens,5,Los Angeles Kings,4,SO,18230,02:49:00 AM,
2016-12-04,Philadelphia Flyers,4,Nashville Predators,2,,17113,02:34:00 AM,
2016-12-04,Detroit Red Wings,4,New York Islanders,3,OT,13789,02:28:00 AM,
2016-12-05,Florida Panthers,3,Boston Bruins,4,OT,17565,02:29:00 AM,
2016-12-05,Arizona Coyotes,1,Columbus Blue Jackets,4,,11091,02:28:00 AM,
2016-12-05,Ottawa Senators,5,Pittsburgh Penguins,8,,18414,02:45:00 AM,
2016-12-05,Buffalo Sabres,2,Washington Capitals,3,OT,18506,02:38:00 AM,
2016-12-06,Edmonton Oilers,3,Buffalo Sabres,4,OT,18149,02:41:00 AM,
2016-12-06,Arizona Coyotes,0,Chicago Blackhawks,4,,21327,02:26:00 AM,
2016-12-06,Calgary Flames,2,Dallas Stars,1,,17996,02:34:00 AM,
2016-12-06,Vancouver Canucks,2,New Jersey Devils,3,,13126,02:34:00 AM,
2016-12-06,Colorado Avalanche,3,Nashville Predators,4,,17113,02:40:00 AM,
2016-12-06,New York Rangers,2,New York Islanders,4,,15795,02:27:00 AM,
2016-12-06,Florida Panthers,2,Philadelphia Flyers,3,OT,18999,02:41:00 AM,
2016-12-06,Montreal Canadiens,2,St. Louis Blues,3,OT,17646,02:38:00 AM,
2016-12-06,Detroit Red Wings,4,Winnipeg Jets,3,SO,15294,02:36:00 AM,
2016-12-07,Carolina Hurricanes,5,Anaheim Ducks,6,SO,14582,02:45:00 AM,
2016-12-07,Ottawa Senators,4,San Jose Sharks,2,,17349,02:33:00 AM,
2016-12-07,Minnesota Wild,3,Toronto Maple Leafs,2,,18944,02:35:00 AM,
2016-12-07,Boston Bruins,3,Washington Capitals,4,OT,18506,02:39:00 AM,
2016-12-08,Calgary Flames,2,Arizona Coyotes,1,OT,10210,02:36:00 AM,
2016-12-08,Colorado Avalanche,4,Boston Bruins,2,,17565,02:21:00 AM,
2016-12-08,Nashville Predators,2,Dallas Stars,5,,17887,02:40:00 AM,
2016-12-08,Pittsburgh Penguins,5,Florida Panthers,1,,14068,02:27:00 AM,
2016-12-08,Carolina Hurricanes,3,Los Angeles Kings,1,,18230,02:20:00 AM,
2016-12-08,New Jersey Devils,2,Montreal Canadiens,5,,21288,02:53:00 AM,
2016-12-08,St. Louis Blues,2,New York Islanders,3,,11178,02:24:00 AM,
2016-12-08,Edmonton Oilers,5,Philadelphia Flyers,6,,19346,02:35:00 AM,
2016-12-08,Vancouver Canucks,5,Tampa Bay Lightning,1,,19092,02:30:00 AM,
2016-12-08,New York Rangers,2,Winnipeg Jets,1,,15294,02:17:00 AM,
2016-12-09,San Jose Sharks,2,Anaheim Ducks,3,,17174,02:25:00 AM,
2016-12-09,Washington Capitals,4,Buffalo Sabres,1,,18234,02:28:00 AM,
2016-12-09,New York Rangers,1,Chicago Blackhawks,0,OT,21770,02:31:00 AM,
2016-12-09,Columbus Blue Jackets,4,Detroit Red Wings,1,,20027,02:33:00 AM,
2016-12-09,Edmonton Oilers,2,Minnesota Wild,3,SO,19019,02:59:00 AM,
2016-12-09,St. Louis Blues,4,New Jersey Devils,1,,16514,02:22:00 AM,
2016-12-10,Nashville Predators,1,Arizona Coyotes,4,,13820,02:32:00 AM,
2016-12-10,Toronto Maple Leafs,4,Boston Bruins,1,,17565,02:25:00 AM,
2016-12-10,New York Islanders,2,Columbus Blue Jackets,6,,16928,02:30:00 AM,
2016-12-10,Winnipeg Jets,2,Calgary Flames,6,,18677,02:36:00 AM,
2016-12-10,Vancouver Canucks,2,Florida Panthers,4,,17585,02:35:00 AM,
2016-12-10,Ottawa Senators,1,Los Angeles Kings,4,,18230,02:30:00 AM,
2016-12-10,Colorado Avalanche,1,Montreal Canadiens,10,,21288,02:29:00 AM,
2016-12-10,Dallas Stars,2,Philadelphia Flyers,4,,19594,02:44:00 AM,
2016-12-10,Carolina Hurricanes,3,San Jose Sharks,4,,17562,02:24:00 AM,
2016-12-10,Pittsburgh Penguins,4,Tampa Bay Lightning,3,,19092,02:41:00 AM,
2016-12-11,Ottawa Senators,1,Anaheim Ducks,5,,15714,02:33:00 AM,
2016-12-11,Dallas Stars,1,Chicago Blackhawks,3,,21451,02:24:00 AM,
2016-12-11,Philadelphia Flyers,1,Detroit Red Wings,0,OT,20027,02:41:00 AM,
2016-12-11,Winnipeg Jets,2,Edmonton Oilers,3,,18347,02:29:00 AM,
2016-12-11,St. Louis Blues,1,Minnesota Wild,3,,18363,02:51:00 AM,
2016-12-11,New Jersey Devils,0,New York Rangers,5,,18006,02:37:00 AM,
2016-12-11,Colorado Avalanche,3,Toronto Maple Leafs,1,,18875,02:33:00 AM,
2016-12-11,Vancouver Canucks,0,Washington Capitals,3,,18506,02:31:00 AM,
2016-12-12,Boston Bruins,2,Montreal Canadiens,1,OT,21288,02:43:00 AM,
2016-12-12,Arizona Coyotes,0,Pittsburgh Penguins,7,,18420,02:28:00 AM,
2016-12-13,Los Angeles Kings,3,Buffalo Sabres,6,,18375,02:28:00 AM,
2016-12-13,Vancouver Canucks,6,Carolina Hurricanes,8,,11721,02:38:00 AM,
2016-12-13,Anaheim Ducks,2,Dallas Stars,6,,17543,02:41:00 AM,
2016-12-13,Arizona Coyotes,4,Detroit Red Wings,1,,20027,02:32:00 AM,
2016-12-13,Columbus Blue Jackets,3,Edmonton Oilers,1,,18347,02:27:00 AM,
2016-12-13,Florida Panthers,1,Minnesota Wild,5,,18754,02:45:00 AM,
2016-12-13,St. Louis Blues,3,Nashville Predators,6,,17113,02:30:00 AM,
2016-12-13,Washington Capitals,4,New York Islanders,2,,12730,02:29:00 AM,
2016-12-13,Chicago Blackhawks,2,New York Rangers,1,,18006,02:19:00 AM,
2016-12-13,San Jose Sharks,3,Toronto Maple Leafs,2,SO,19380,02:48:00 AM,
2016-12-14,Tampa Bay Lightning,6,Calgary Flames,3,,18164,02:36:00 AM,
2016-12-14,Philadelphia Flyers,4,Colorado Avalanche,3,,14456,02:33:00 AM,
2016-12-14,San Jose Sharks,4,Ottawa Senators,3,SO,17273,02:50:00 AM,
2016-12-14,Boston Bruins,3,Pittsburgh Penguins,4,OT,18415,02:38:00 AM,
2016-12-15,Anaheim Ducks,4,Boston Bruins,3,,17565,02:36:00 AM,
2016-12-15,New York Rangers,2,Dallas Stars,0,,18212,02:33:00 AM,
2016-12-15,Los Angeles Kings,4,Detroit Red Wings,1,,20027,02:32:00 AM,
2016-12-15,Minnesota Wild,5,Nashville Predators,2,,17113,02:33:00 AM,
2016-12-15,Chicago Blackhawks,5,New York Islanders,4,,12504,02:22:00 AM,
2016-12-15,New Jersey Devils,2,St. Louis Blues,5,,18347,02:26:00 AM,
2016-12-15,Arizona Coyotes,3,Toronto Maple Leafs,2,SO,18903,02:43:00 AM,
2016-12-15,Florida Panthers,3,Winnipeg Jets,4,SO,15294,02:52:00 AM,
2016-12-16,New York Islanders,2,Buffalo Sabres,3,OT,18903,02:32:00 AM,
2016-12-16,Washington Capitals,4,Carolina Hurricanes,3,SO,11892,02:35:00 AM,
2016-12-16,Columbus Blue Jackets,4,Calgary Flames,1,,18045,02:22:00 AM,
2016-12-16,Florida Panthers,3,Colorado Avalanche,1,,14679,02:27:00 AM,
2016-12-16,San Jose Sharks,4,Montreal Canadiens,2,,21288,02:30:00 AM,
2016-12-16,Los Angeles Kings,1,Pittsburgh Penguins,0,OT,18544,02:28:00 AM,
2016-12-16,Tampa Bay Lightning,2,Vancouver Canucks,4,,18685,02:25:00 AM,
2016-12-17,Buffalo Sabres,1,Carolina Hurricanes,2,SO,11682,02:30:00 AM,
2016-12-17,Philadelphia Flyers,1,Dallas Stars,3,,18243,02:22:00 AM,
2016-12-17,Anaheim Ducks,4,Detroit Red Wings,6,,20027,02:50:00 AM,
